"id","word","syllables"
"109859","teensy",2
"109860","teentsier",2
"109861","teentsiest",3
"109862","teentsy",2
"109863","teeny",2
"109864","teepee",2
"109865","teepees",2
"109866","tees",1
"109867","teeter",2
"109868","teetered",2
"109869","teetering",3
"109870","teeters",2
"109871","teeth",1
"109872","teethe",1
"109873","teethed",1
"109874","teether",2
"109875","teethers",2
"109876","teethes",2
"109877","teething",2
"109878","teethings",2
"109879","teetotal",3
"109880","teetotaled",3
"109881","teetotaling",4
"109882","teetotalled",3
"109883","teetotalling",4
"109884","teetotals",3
"109885","teetotum",3
"109886","teetotums",3
"109887","teff",1
"109888","teffs",1
"109889","teg",1
"109890","tegan",2
"109891","tegmen",2
"109892","tegmenta",3
"109893","tegmina",3
"109894","tegminal",3
"109895","tegs",1
"109896","tegua",2
"109897","teguas",2
"109898","tegular",3
"109899","tegumen",3
"109900","tegument",3
"109901","teguments",3
"109902","tegumina",4
"109903","teiglach",2
"109904","teiid",3
"109905","teiids",3
"109906","teind",1
"109907","teinds",1
"109908","teisha",2
"109909","tektite",2
"109910","tektites",2
"109911","tektitic",3
"109912","tektronix",3
"109913","tela",2
"109914","telae",2
"109915","telamon",3
"109916","telamones",4
"109917","tele",2
"109918","telecast",3
"109919","telecasted",3
"109920","telecasting",4
"109921","telecasts",3
"109922","telecommunication",7
"109923","teledu",3
"109924","teledus",3
"109925","telefilm",3
"109926","telefilms",3
"109927","telega",3
"109928","telegas",3
"109929","telegonies",4
"109930","telegony",4
"109931","telegram",3
"109932","telegrammed",3
"109933","telegramming",4
"109934","telegrams",3
"109935","telegraph",3
"109936","telegraphed",3
"109937","telegrapher",4
"109938","telegraphers",4
"109939","telegraphic",4
"109940","telegraphing",4
"109941","telegraphist",4
"109942","telegraphists",4
"109943","telegraphs",3
"109944","telegraphy",4
"109945","teleman",3
"109946","telemark",3
"109947","telemarks",3
"109948","telemen",3
"109949","telemeter",4
"109950","telemetric",4
"109951","telemetry",4
"109952","teleost",3
"109953","teleosts",3
"109954","telepathic",4
"109955","telepathically",6
"109956","telepathies",4
"109957","telepathy",4
"109958","telephone",3
"109959","telephoned",3
"109960","telephoner",4
"109961","telephoners",4
"109962","telephones",3
"109963","telephonic",4
"109964","telephoning",4
"109965","telephony",4
"109966","telephoto",4
"109967","teleplay",3
"109968","teleplays",3
"109969","teleport",3
"109970","teleported",3
"109971","teleporting",4
"109972","teleports",3
"109973","teleran",3
"109974","telerans",3
"109975","teles",2
"109976","telescope",3
"109977","telescoped",3
"109978","telescopes",3
"109979","telescopic",4
"109980","telescoping",4
"109981","teleses",3
"109982","telesis",3
"109983","telethon",3
"109984","telethons",3
"109985","teleview",3
"109986","televiewed",3
"109987","televiewing",4
"109988","televiews",3
"109989","televise",3
"109990","televised",3
"109991","televises",4
"109992","televising",4
"109993","television",4
"109994","televisions",4
"109995","telex",2
"109996","telexed",2
"109997","telexes",3
"109998","telexing",3
"109999","telfer",2
"110000","telfered",2
"110001","telfering",3
"110002","telfers",2
"110003","telford",2
"110004","telfords",2
"110005","telia",3
"110006","telial",3
"110007","telic",2
"110008","telium",3
"110009","tell",1
"110010","tella",2
"110011","tellable",3
"110012","teller",2
"110013","tellers",2
"110014","tellies",2
"110015","telling",2
"110016","tells",1
"110017","telltale",2
"110018","telltales",2
"110019","telluric",3
"110020","tellurium",4
"110021","telly",2
"110022","telma",2
"110023","teloi",2
"110024","telome",2
"110025","telomes",2
"110026","telomic",3
"110027","telos",2
"110028","telpher",2
"110029","telphered",2
"110030","telphering",3
"110031","telphers",2
"110032","telson",2
"110033","telsonic",3
"110034","telsons",2
"110035","temblor",2
"110036","temblores",3
"110037","temblors",2
"110038","temeka",3
"110039","temerities",4
"110040","temerity",4
"110041","temika",3
"110042","temp",1
"110043","tempeh",2
"110044","tempehs",2
"110045","temper",2
"110046","tempera",3
"110047","temperament",4
"110048","temperamental",5
"110049","temperaments",4
"110050","temperance",3
"110051","temperances",3
"110052","temperas",3
"110053","temperate",3
"110054","temperature",4
"110055","temperatures",4
"110056","tempered",2
"110057","temperer",3
"110058","temperers",3
"110059","tempering",3
"110060","tempers",2
"110061","tempest",2
"110062","tempested",2
"110063","tempesting",3
"110064","tempests",2
"110065","tempestuous",4
"110066","tempi",2
"110067","tempie",2
"110068","templar",2
"110069","templars",2
"110070","template",2
"110071","templates",2
"110072","temple",2
"110073","templed",2
"110074","temples",2
"110075","templet",2
"110076","templeton",3
"110077","templets",2
"110078","tempo",2
"110079","temporal",3
"110080","temporals",3
"110081","temporaries",4
"110082","temporarily",5
"110083","temporary",4
"110084","temporize",3
"110085","tempos",2
"110086","tempt",1
"110087","temptation",3
"110088","temptations",3
"110089","tempted",2
"110090","tempter",2
"110091","tempters",2
"110092","tempting",2
"110093","temptingly",3
"110094","temptress",2
"110095","tempts",1
"110096","tempura",3
"110097","tempuras",3
"110098","ten",1
"110099","tena",2
"110100","tenabilities",5
"110101","tenability",5
"110102","tenable",3
"110103","tenably",3
"110104","tenace",2
"110105","tenaces",2
"110106","tenacious",3
"110107","tenaciously",4
"110108","tenacities",4
"110109","tenacity",4
"110110","tenacula",4
"110111","tenail",2
"110112","tenaille",2
"110113","tenailles",2
"110114","tenails",2
"110115","tenancies",3
"110116","tenancy",3
"110117","tenant",2
"110118","tenanted",2
"110119","tenanting",3
"110120","tenantries",3
"110121","tenantry",3
"110122","tenants",2
"110123","tench",1
"110124","tenches",2
"110125","tend",1
"110126","tendance",2
"110127","tendances",2
"110128","tended",2
"110129","tendence",2
"110130","tendences",2
"110131","tendencies",3
"110132","tendency",3
"110133","tender",2
"110134","tendered",2
"110135","tenderer",3
"110136","tenderers",3
"110137","tenderest",3
"110138","tenderfoot",3
"110139","tenderhearted",4
"110140","tendering",3
"110141","tenderize",3
"110142","tenderized",3
"110143","tenderizer",4
"110144","tenderizers",4
"110145","tenderizes",3
"110146","tenderizing",4
"110147","tenderloin",3
"110148","tenderloins",3
"110149","tenderly",3
"110150","tenderness",3
"110151","tendernesses",4
"110152","tenders",2
"110153","tending",2
"110154","tendon",2
"110155","tendons",2
"110156","tendril",2
"110157","tendrils",2
"110158","tends",1
"110159","tenebrae",3
"110160","tenement",3
"110161","tenements",3
"110162","tenesha",3
"110163","tenesmus",3
"110164","tenesmuses",4
"110165","tenet",2
"110166","tenets",2
"110167","tenfold",2
"110168","tenfolds",2
"110169","tenia",3
"110170","teniae",3
"110171","tenias",3
"110172","teniasis",4
"110173","teniasises",5
"110174","tenisha",3
"110175","tenner",2
"110176","tenners",2
"110177","tennessee",3
"110178","tennie",2
"110179","tennille",3
"110180","tennis",2
"110181","tennises",3
"110182","tennist",2
"110183","tennists",2
"110184","tenon",2
"110185","tenoned",2
"110186","tenoner",3
"110187","tenoners",3
"110188","tenoning",3
"110189","tenons",2
"110190","tenor",2
"110191","tenorite",3
"110192","tenorites",3
"110193","tenors",2
"110194","tenotomies",4
"110195","tenotomy",4
"110196","tenour",2
"110197","tenours",2
"110198","tenpence",2
"110199","tenpences",3
"110200","tenpenny",3
"110201","tenpin",2
"110202","tenpins",2
"110203","tenrec",2
"110204","tenrecs",2
"110205","tens",1
"110206","tense",1
"110207","tensed",1
"110208","tensely",2
"110209","tenser",2
"110210","tenses",2
"110211","tensest",2
"110212","tensible",3
"110213","tensibly",3
"110214","tensile",2
"110215","tensing",2
"110216","tension",2
"110217","tensioned",2
"110218","tensioning",3
"110219","tensions",2
"110220","tensities",3
"110221","tensity",3
"110222","tensive",2
"110223","tensor",2
"110224","tensors",2
"110225","tent",1
"110226","tentacle",3
"110227","tentacles",3
"110228","tentacular",4
"110229","tentage",2
"110230","tentages",2
"110231","tentative",3
"110232","tentatively",4
"110233","tented",2
"110234","tenter",2
"110235","tentered",2
"110236","tenterhooks",3
"110237","tentering",3
"110238","tenters",2
"110239","tenth",1
"110240","tenthly",2
"110241","tenths",1
"110242","tentie",2
"110243","tentier",3
"110244","tentiest",3
"110245","tenting",2
"110246","tentless",2
"110247","tentlike",2
"110248","tents",1
"110249","tenty",2
"110250","tenues",3
"110251","tenuis",3
"110252","tenuities",3
"110253","tenuity",4
"110254","tenuous",3
"110255","tenuously",4
"110256","tenuousness",4
"110257","tenuousnesses",5
"110258","tenure",2
"110259","tenured",2
"110260","tenures",2
"110261","tenurial",4
"110262","tenuti",3
"110263","tenuto",3
"110264","tenutos",3
"110265","teocalli",4
"110266","teocallis",4
"110267","teodoor",2
"110268","teodor",2
"110269","teodora",3
"110270","teodorico",4
"110271","teodoro",3
"110272","teofila",3
"110273","teopan",2
"110274","teopans",2
"110275","teosinte",4
"110276","teosintes",2
"110277","tepa",2
"110278","tepas",2
"110279","tepee",2
"110280","tepees",2
"110281","tepefied",2
"110282","tepefies",3
"110283","tepefy",3
"110284","tepefying",4
"110285","tephra",2
"110286","tephras",2
"110287","tephrite",2
"110288","tephrites",2
"110289","tepid",2
"110290","tepidities",4
"110291","tepidity",4
"110292","tepidly",3
"110293","tequila",3
"110294","tequilas",3
"110295","tera",2
"110296","terai",2
"110297","terais",2
"110298","teraohm",2
"110299","teraohms",2
"110300","teraph",2
"110301","teraphim",3
"110302","teratism",3
"110303","teratisms",3
"110304","teratoid",3
"110305","teratoma",4
"110306","teratomas",4
"110307","teratomata",5
"110308","terbia",3
"110309","terbias",3
"110310","terbic",2
"110311","terbium",3
"110312","terbiums",3
"110313","terce",1
"110314","tercel",2
"110315","tercelet",2
"110316","tercelets",2
"110317","tercels",2
"110318","tercentenary",5
"110319","terces",2
"110320","tercet",2
"110321","tercets",2
"110322","tereasa",3
"110323","terebene",3
"110324","terebenes",3
"110325","terebic",3
"110326","teredines",4
"110327","teredo",3
"110328","teredos",3
"110329","terefah",3
"110330","terence",2
"110331","terencio",4
"110332","teresa",3
"110333","teresaanne",4
"110334","terese",2
"110335","teresia",3
"110336","teresina",4
"110337","teresita",4
"110338","teressa",3
"110339","terete",2
"110340","terga",2
"110341","tergal",2
"110342","tergite",2
"110343","tergites",2
"110344","tergum",2
"110345","teri",2
"110346","teriann",3
"110347","terica",3
"110348","terina",3
"110349","terisa",3
"110350","teriyaki",4
"110351","teriyakis",4
"110352","term",1
"110353","termagant",3
"110354","termed",1
"110355","termer",2
"110356","termers",2
"110357","terminable",4
"110358","terminal",3
"110359","terminals",3
"110360","terminate",3
"110361","terminated",4
"110362","terminates",3
"110363","terminating",4
"110364","termination",4
"110365","terming",2
"110366","termini",3
"110367","terminologies",5
"110368","terminology",5
"110369","terminus",3
"110370","terminuses",4
"110371","termite",2
"110372","termites",2
"110373","termitic",3
"110374","termless",2
"110375","termly",2
"110376","termor",2
"110377","termors",2
"110378","terms",1
"110379","termtime",2
"110380","termtimes",2
"110381","tern",1
"110382","ternaries",3
"110383","ternary",3
"110384","ternate",2
"110385","terne",1
"110386","ternes",2
"110387","ternion",3
"110388","ternions",3
"110389","terns",1
"110390","terpene",2
"110391","terpenes",2
"110392","terpenic",3
"110393","terpinol",3
"110394","terpinols",3
"110395","terra",2
"110396","terrace",2
"110397","terraced",2
"110398","terraces",2
"110399","terracing",3
"110400","terrae",2
"110401","terrain",2
"110402","terrains",2
"110403","terrance",2
"110404","terrane",2
"110405","terranes",2
"110406","terrapin",3
"110407","terrapins",3
"110408","terraria",4
"110409","terrarium",4
"110410","terras",2
"110411","terrases",3
"110412","terrazzo",3
"110413","terrazzos",3
"110414","terreen",2
"110415","terreens",2
"110416","terrel",2
"110417","terrell",3
"110418","terrella",3
"110419","terrellas",3
"110420","terrence",2
"110421","terrene",2
"110422","terrenes",2
"110423","terresa",3
"110424","terrestrial",4
"110425","terret",2
"110426","terrets",2
"110427","terri",2
"110428","terri-jo",3
"110429","terrianne",4
"110430","terrible",3
"110431","terribly",3
"110432","terrie",2
"110433","terrier",3
"110434","terriers",3
"110435","terries",2
"110436","terrific",3
"110437","terrified",3
"110438","terrifies",3
"110439","terrify",3
"110440","terrifying",4
"110441","terrifyingly",5
"110442","terrill",3
"110443","terrilyn",4
"110444","terrine",2
"110445","terrines",2
"110446","territ",2
"110447","territorial",5
"110448","territories",4
"110449","territory",4
"110450","territs",2
"110451","terror",2
"110452","terrorism",3
"110453","terrorisms",4
"110454","terrorist",3
"110455","terrorists",3
"110456","terrorize",3
"110457","terrorized",3
"110458","terrorizes",3
"110459","terrorizing",4
"110460","terrors",2
"110461","terry",2
"110462","terrye",2
"110463","terse",1
"110464","tersely",2
"110465","terseness",2
"110466","tersenesses",4
"110467","terser",2
"110468","tersest",2
"110469","tersina",3
"110470","tertial",2
"110471","tertials",2
"110472","tertian",2
"110473","tertians",2
"110474","tertiaries",4
"110475","tertiary",4
"110476","teryl",3
"110477","terza",2
"110478","tesha",2
"110479","tesla",2
"110480","teslas",2
"110481","tess",1
"110482","tessa",2
"110483","tessellate",3
"110484","tessera",3
"110485","tesserae",3
"110486","tessi",2
"110487","tessie",2
"110488","tessy",2
"110489","test",1
"110490","testa",2
"110491","testable",3
"110492","testacies",3
"110493","testacy",3
"110494","testae",2
"110495","testament",3
"110496","testamentary",5
"110497","testaments",3
"110498","testate",2
"110499","testator",3
"110500","testators",3
"110501","testatrix",3
"110502","tested",2
"110503","testee",2
"110504","testees",2
"110505","tester",2
"110506","testers",2
"110507","testes",2
"110508","testicle",3
"110509","testicles",3
"110510","testicular",4
"110511","testier",2
"110512","testiest",3
"110513","testified",3
"110514","testifies",3
"110515","testify",3
"110516","testifying",4
"110517","testily",3
"110518","testimonial",5
"110519","testimonials",5
"110520","testimonies",4
"110521","testimony",4
"110522","testing",2
"110523","testis",2
"110524","teston",2
"110525","testons",2
"110526","testoon",2
"110527","testoons",2
"110528","testosterone",4
"110529","testpatient",4
"110530","tests",1
"110531","testudines",4
"110532","testudo",3
"110533","testudos",3
"110534","testy",2
"110535","tetanal",3
"110536","tetanic",3
"110537","tetanics",3
"110538","tetanies",3
"110539","tetanise",3
"110540","tetanised",3
"110541","tetanises",4
"110542","tetanising",4
"110543","tetanize",3
"110544","tetanized",3
"110545","tetanizes",3
"110546","tetanizing",4
"110547","tetanoid",3
"110548","tetanus",3
"110549","tetanuses",4
"110550","tetany",3
"110551","tetched",1
"110552","tetchier",3
"110553","tetchiest",3
"110554","tetchily",3
"110555","tetchy",2
"110556","teth",1
"110557","tether",2
"110558","tethered",2
"110559","tethering",3
"110560","tethers",2
"110561","teths",1
"110562","tetotum",3
"110563","tetotums",3
"110564","tetra",2
"110565","tetracid",3
"110566","tetracids",3
"110567","tetrad",2
"110568","tetradic",3
"110569","tetrads",2
"110570","tetragon",3
"110571","tetragons",3
"110572","tetramer",3
"110573","tetramers",3
"110574","tetrameter",4
"110575","tetrapod",3
"110576","tetrapods",3
"110577","tetrarch",2
"110578","tetrarchs",2
"110579","tetras",2
"110580","tetrode",2
"110581","tetrodes",2
"110582","tetroxid",3
"110583","tetroxids",3
"110584","tetryl",2
"110585","tetryls",2
"110586","tetter",2
"110587","tetters",2
"110588","teuch",1
"110589","teugh",1
"110590","teughly",2
"110591","teutonic",3
"110592","tew",1
"110593","tewed",1
"110594","tewing",2
"110595","tews",1
"110596","texas",2
"110597","texases",3
"110598","text",1
"110599","textbook",2
"110600","textbooks",2
"110601","textile",2
"110602","textiles",2
"110603","textless",2
"110604","texts",1
"110605","textual",3
"110606","textuaries",4
"110607","textuary",4
"110608","textural",3
"110609","texture",2
"110610","textured",2
"110611","textures",2
"110612","texturing",3
"110613","tgif",4
"110614","thacher",2
"110615","thack",1
"110616","thacked",1
"110617","thacking",2
"110618","thacks",1
"110619","thad",1
"110620","thaddeus",3
"110621","thaddius",3
"110622","thaddus",2
"110623","thadeus",2
"110624","thae",1
"110625","thai",1
"110626","thailand",2
"110627","thain",1
"110628","thaine",1
"110629","thairm",1
"110630","thairms",1
"110631","thalami",3
"110632","thalamic",3
"110633","thalamus",3
"110634","thaler",2
"110635","thalers",2
"110636","thalia",3
"110637","thalli",2
"110638","thallic",2
"110639","thallium",3
"110640","thalliums",3
"110641","thalloid",2
"110642","thallous",2
"110643","thallus",2
"110644","thalluses",3
"110645","than",1
"110646","thanage",2
"110647","thanages",2
"110648","thanatos",3
"110649","thanatoses",4
"110650","thane",1
"110651","thanes",1
"110652","thanh",1
"110653","thank",1
"110654","thanked",1
"110655","thanker",2
"110656","thankful",2
"110657","thankfuller",3
"110658","thankfullest",3
"110659","thankfully",3
"110660","thankfulness",3
"110661","thankfulnesses",4
"110662","thanking",2
"110663","thanks",1
"110664","thanksgiving",3
"110665","thao",1
"110666","tharen",1
"110667","tharm",1
"110668","tharms",1
"110669","that",1
"110670","that'll",2
"110671","that's",1
"110672","thataway",3
"110673","thatch",1
"110674","thatched",1
"110675","thatcher",2
"110676","thatchers",2
"110677","thatches",2
"110678","thatching",2
"110679","thatchy",2
"110680","thaw",1
"110681","thawed",1
"110682","thawer",2
"110683","thawers",2
"110684","thawing",2
"110685","thawless",2
"110686","thaws",1
"110687","thaxter",2
"110688","thayne",2
"110689","the",1
"110690","thea",2
"110691","theada",2
"110692","theadora",3
"110693","thearchies",3
"110694","thearchy",3
"110695","theater",3
"110696","theaters",3
"110697","theatre",3
"110698","theatres",3
"110699","theatric",3
"110700","theatrical",4
"110701","thebaine",3
"110702","thebaines",3
"110703","thebault",2
"110704","theca",2
"110705","thecae",2
"110706","thecal",2
"110707","thecate",2
"110708","theda",2
"110709","thedric",2
"110710","thedrick",2
"110711","thee",1
"110712","theelin",2
"110713","theelins",2
"110714","theelol",2
"110715","theelols",2
"110716","theft",1
"110717","thefts",1
"110718","thegn",1
"110719","thegnly",2
"110720","thegns",1
"110721","thein",1
"110722","theine",2
"110723","theines",2
"110724","theins",1
"110725","their",1
"110726","theirs",1
"110727","theism",2
"110728","theisms",2
"110729","theist",2
"110730","theistic",3
"110731","theists",2
"110732","thekla",2
"110733","thelitis",3
"110734","thelitises",4
"110735","thelma",2
"110736","them",1
"110737","thematic",3
"110738","theme",1
"110739","themes",1
"110740","themselves",2
"110741","then",1
"110742","thenage",2
"110743","thenages",3
"110744","thenal",2
"110745","thenar",2
"110746","thenars",2
"110747","thence",1
"110748","thenceforward",3
"110749","thens",1
"110750","theo",1
"110751","theobald",2
"110752","theocracy",4
"110753","theocrat",3
"110754","theocratic",4
"110755","theocrats",3
"110756","theodicies",4
"110757","theodicy",4
"110758","theodor",2
"110759","theodora",3
"110760","theodore",3
"110761","theodoric",3
"110762","theodosia",3
"110763","theogonies",3
"110764","theogony",4
"110765","theola",2
"110766","theolog",2
"110767","theologian",5
"110768","theologians",5
"110769","theological",5
"110770","theologies",4
"110771","theologs",2
"110772","theology",4
"110773","theonomies",3
"110774","theonomy",4
"110775","theophyllus",3
"110776","theorbo",3
"110777","theorbos",3
"110778","theorem",3
"110779","theorems",3
"110780","theoretical",5
"110781","theoretically",6
"110782","theories",2
"110783","theorise",3
"110784","theorised",3
"110785","theorises",4
"110786","theorising",4
"110787","theorist",3
"110788","theorists",3
"110789","theorize",3
"110790","theorized",3
"110791","theorizes",3
"110792","theorizing",3
"110793","theory",3
"110794","theosophical",5
"110795","theosophist",4
"110796","theosophy",4
"110797","therapeutic",4
"110798","therapeutically",6
"110799","therapies",3
"110800","therapist",3
"110801","therapists",3
"110802","therapy",3
"110803","there",1
"110804","there'll",3
"110805","there's",1
"110806","thereabout",3
"110807","thereabouts",3
"110808","thereafter",3
"110809","thereat",2
"110810","thereby",2
"110811","therefor",2
"110812","therefore",2
"110813","therefrom",2
"110814","therein",2
"110815","theremin",3
"110816","theremins",3
"110817","thereof",2
"110818","thereon",2
"110819","theres",1
"110820","theresa",3
"110821","theresa-marie",5
"110822","therese",2
"110823","theresia",3
"110824","theresina",4
"110825","theresita",4
"110826","theressa",3
"110827","thereto",2
"110828","theretofore",3
"110829","thereupon",3
"110830","therewith",2
"110831","theriac",3
"110832","theriaca",4
"110833","theriacas",4
"110834","theriacs",3
"110835","therine",2
"110836","therm",1
"110837","thermae",2
"110838","thermal",2
"110839","thermals",2
"110840","therme",1
"110841","thermel",2
"110842","thermels",2
"110843","thermes",1
"110844","thermic",2
"110845","thermion",3
"110846","thermions",3
"110847","thermit",2
"110848","thermite",2
"110849","thermites",2
"110850","thermits",2
"110851","thermodynamics",5
"110852","thermometer",4
"110853","thermometers",4
"110854","thermometric",4
"110855","thermometrically",6
"110856","thermonuclear",5
"110857","thermoplastic",4
"110858","thermos",2
"110859","thermoses",3
"110860","thermosetting",4
"110861","thermostat",3
"110862","thermostatic",4
"110863","thermostatically",6
"110864","thermostats",3
"110865","therms",1
"110866","theroid",2
"110867","theron",2
"110868","theropod",3
"110869","theropods",3
"110870","thersa",2
"110871","thesauri",3
"110872","thesaurus",3
"110873","these",1
"110874","theses",2
"110875","thesis",2
"110876","thespian",3
"110877","thespians",3
"110878","theta",2
"110879","thetas",2
"110880","thetic",2
"110881","thetical",3
"110882","theurgic",3
"110883","theurgies",2
"110884","theurgy",3
"110885","thew",1
"110886","thewless",2
"110887","thews",1
"110888","thewy",2
"110889","they",1
"110890","they'd",1
"110891","they'll",2
"110892","they're",2
"110893","they've",1
"110894","thi",1
"110895","thia",2
"110896","thiamin",3
"110897","thiamine",3
"110898","thiamines",3
"110899","thiamins",3
"110900","thiazide",3
"110901","thiazides",3
"110902","thiazin",3
"110903","thiazine",3
"110904","thiazines",3
"110905","thiazins",3
"110906","thiazol",3
"110907","thiazole",3
"110908","thiazoles",3
"110909","thiazols",3
"110910","thibaud",2
"110911","thibaut",2
"110912","thick",1
"110913","thicken",2
"110914","thickened",2
"110915","thickener",3
"110916","thickeners",3
"110917","thickening",3
"110918","thickens",2
"110919","thicker",2
"110920","thickest",2
"110921","thicket",2
"110922","thickets",2
"110923","thickety",3
"110924","thickish",2
"110925","thickly",2
"110926","thickness",2
"110927","thicknesses",3
"110928","thicks",1
"110929","thickset",2
"110930","thicksets",2
"110931","thief",1
"110932","thieve",1
"110933","thieved",2
"110934","thieveries",3
"110935","thievery",3
"110936","thieves",1
"110937","thieving",2
"110938","thievish",2
"110939","thigh",1
"110940","thighbone",2
"110941","thighbones",2
"110942","thighed",1
"110943","thighs",1
"110944","thill",1
"110945","thills",1
"110946","thimble",2
"110947","thimbleful",3
"110948","thimblefuls",3
"110949","thimbles",2
"110950","thin",1
"110951","thinclad",2
"110952","thinclads",2
"110953","thindown",2
"110954","thindowns",2
"110955","thine",1
"110956","thing",1
"110957","things",1
"110958","think",1
"110959","thinker",2
"110960","thinkers",2
"110961","thinking",2
"110962","thinkings",2
"110963","thinks",1
"110964","thinly",2
"110965","thinned",2
"110966","thinner",2
"110967","thinness",2
"110968","thinnesses",3
"110969","thinnest",2
"110970","thinning",2
"110971","thinnish",2
"110972","thins",1
"110973","thio",1
"110974","thiol",2
"110975","thiolic",3
"110976","thiols",2
"110977","thionate",3
"110978","thionates",3
"110979","thionic",3
"110980","thionin",3
"110981","thionine",3
"110982","thionines",3
"110983","thionins",3
"110984","thionyl",3
"110985","thionyls",3
"110986","thiophen",3
"110987","thiophens",3
"110988","thiotepa",4
"110989","thiotepas",4
"110990","thiourea",5
"110991","thioureas",5
"110992","thir",1
"110993","thiram",2
"110994","thirams",2
"110995","third",1
"110996","thirdly",2
"110997","thirds",1
"110998","thirl",1
"110999","thirlage",2
"111000","thirlages",2
"111001","thirled",1
"111002","thirling",2
"111003","thirls",1
"111004","thirst",1
"111005","thirsted",2
"111006","thirster",2
"111007","thirsters",2
"111008","thirstier",3
"111009","thirstiest",3
"111010","thirsting",2
"111011","thirsts",1
"111012","thirsty",2
"111013","thirteen",2
"111014","thirteens",2
"111015","thirteenth",2
"111016","thirteenths",2
"111017","thirties",2
"111018","thirtieth",3
"111019","thirtieths",3
"111020","thirty",2
"111021","this",1
"111022","thistle",2
"111023","thistles",2
"111024","thistly",2
"111025","thither",2
"111026","tho",1
"111027","thole",1
"111028","tholed",2
"111029","tholepin",2
"111030","tholepins",2
"111031","tholes",1
"111032","tholing",2
"111033","tholoi",2
"111034","tholos",2
"111035","thom",1
"111036","thomas",2
"111037","thomasa",3
"111038","thomasena",4
"111039","thomasin",3
"111040","thomasina",4
"111041","thomasine",3
"111042","thong",1
"111043","thonged",1
"111044","thongs",1
"111045","thor",1
"111046","thora",2
"111047","thoracal",3
"111048","thoraces",3
"111049","thoracic",3
"111050","thorax",2
"111051","thoraxes",3
"111052","thoria",3
"111053","thorias",3
"111054","thoric",2
"111055","thorite",2
"111056","thorites",2
"111057","thorium",3
"111058","thoriums",3
"111059","thorn",1
"111060","thorndike",2
"111061","thorned",1
"111062","thornie",2
"111063","thornier",3
"111064","thorniest",3
"111065","thornily",3
"111066","thorning",2
"111067","thorns",1
"111068","thornton",2
"111069","thorny",2
"111070","thoro",2
"111071","thoron",2
"111072","thorons",2
"111073","thorough",2
"111074","thoroughbred",3
"111075","thoroughbreds",3
"111076","thorougher",3
"111077","thoroughest",3
"111078","thoroughfare",3
"111079","thoroughfares",3
"111080","thoroughgoing",4
"111081","thoroughly",3
"111082","thoroughness",3
"111083","thoroughnesses",4
"111084","thorp",1
"111085","thorpe",1
"111086","thorpes",2
"111087","thorps",1
"111088","thorstein",2
"111089","thorsten",2
"111090","thorvald",2
"111091","those",1
"111092","thou",1
"111093","thoued",1
"111094","though",1
"111095","thought",1
"111096","thoughtful",2
"111097","thoughtfully",3
"111098","thoughtfulness",3
"111099","thoughtfulnesses",4
"111100","thoughtless",2
"111101","thoughtlessly",3
"111102","thoughtlessness",3
"111103","thoughtlessnesses",4
"111104","thoughts",1
"111105","thouing",2
"111106","thous",1
"111107","thousand",2
"111108","thousands",2
"111109","thousandth",2
"111110","thousandths",2
"111111","thowless",2
"111112","thraldom",2
"111113","thraldoms",2
"111114","thrall",1
"111115","thralled",1
"111116","thralling",2
"111117","thralls",1
"111118","thrash",1
"111119","thrashed",1
"111120","thrasher",2
"111121","thrashers",2
"111122","thrashes",2
"111123","thrashing",2
"111124","thrave",1
"111125","thraves",1
"111126","thraw",1
"111127","thrawart",2
"111128","thrawed",1
"111129","thrawing",2
"111130","thrawn",1
"111131","thrawnly",2
"111132","thraws",1
"111133","thread",1
"111134","threadbare",2
"111135","threaded",2
"111136","threader",2
"111137","threaders",2
"111138","threadier",3
"111139","threadiest",3
"111140","threading",2
"111141","threads",1
"111142","thready",2
"111143","threap",1
"111144","threaped",1
"111145","threaper",2
"111146","threapers",2
"111147","threaping",2
"111148","threaps",1
"111149","threat",1
"111150","threated",2
"111151","threaten",2
"111152","threatened",2
"111153","threatening",3
"111154","threateningly",4
"111155","threatens",2
"111156","threating",2
"111157","threats",1
"111158","three",1
"111159","threefold",2
"111160","threep",1
"111161","threeped",1
"111162","threepence",2
"111163","threeping",2
"111164","threeps",1
"111165","threes",1
"111166","threescore",2
"111167","threnode",2
"111168","threnodes",2
"111169","threnodies",3
"111170","threnody",3
"111171","thresa",2
"111172","thresh",1
"111173","threshed",1
"111174","thresher",2
"111175","threshers",2
"111176","threshes",2
"111177","threshing",2
"111178","threshold",2
"111179","thresholds",2
"111180","threw",1
"111181","thrice",1
"111182","thrift",1
"111183","thriftier",3
"111184","thriftiest",3
"111185","thriftily",3
"111186","thriftless",2
"111187","thrifts",1
"111188","thrifty",2
"111189","thrill",1
"111190","thrilled",1
"111191","thriller",2
"111192","thrillers",2
"111193","thrilling",2
"111194","thrillingly",3
"111195","thrills",1
"111196","thrip",1
"111197","thrips",1
"111198","thrive",1
"111199","thrived",1
"111200","thriven",2
"111201","thriver",2
"111202","thrivers",2
"111203","thrives",1
"111204","thriving",2
"111205","thro",1
"111206","throat",1
"111207","throated",2
"111208","throatier",3
"111209","throatiest",3
"111210","throating",2
"111211","throats",1
"111212","throaty",2
"111213","throb",1
"111214","throbbed",2
"111215","throbber",2
"111216","throbbers",2
"111217","throbbing",2
"111218","throbs",1
